#{"t_start": 1672151397.2357304, "env_id": null}
r,l,t
0,5,126.370816
-23,14,126.387318
57,69,126.454525
-4,4,126.460627
-5,11,126.471792
1,4,126.474707
-4,8,126.483672
-6,1,126.48446
47,25,126.511504
-6,1,126.51233
-39,1,126.513086
9,14,126.526041
74,49,126.576508
17,13,126.592251
3,4,126.595129
8,10,126.605412
11,8,126.614226
-37,5,126.617792
-49,10,126.628071
1,6,126.635521
10,13,126.647973
-26,12,126.659576
-23,45,126.707445
-2,4,126.710365
-517,11,126.722479
15,13,126.73866
2,6,126.743122
-4,2,126.744606
-2,2,126.749334
-5,2,126.750803
56,27,126.779737
-4,2,126.781348
0,13,126.793785
17,13,126.80613
77,37,126.84512
1,7,126.853241
71,19,126.873101
-1,3,126.875258
5,7,126.883406
10,10,126.89379
-2,6,126.898109
-21,18,126.917069
-4,2,126.918532
-6,1,126.919284
-6,1,126.920072
33,37,126.958757
8,6,126.966184
34,24,126.989592
2,4,126.995807
7,7,127.000779
2,5,127.00753
-2,3,127.00972
-26,9,127.01941
3,8,127.028391
12,7,127.033583
-4,7,127.041798
0,10,127.052103
1,9,127.06165
-31,5,127.068624
-36,4,127.071587
9,8,127.080494
0,9,127.090131
-29,11,127.103245
-28,9,127.114258
-4,4,127.117928
49,18,127.148597
11,9,127.163955
39,8,127.175536
13,15,127.190542
13,19,127.210562
15,26,127.238891
20,19,127.255435
12,8,128.778663
-1,32,128.81339
-5,1,128.817673
-23,10,128.828343
25,24,128.85216
-7,3,128.854337
-4,2,128.85584
43,27,128.901311
-5,1,128.902164
14,14,128.928727
16,17,128.952141
11,14,128.97568
-26,16,128.997568
71,20,129.026735
-24,10,129.041708
-34,1,129.043364
-5,1,129.048257
7,12,129.065778
26,26,129.101512
-3,5,129.110878
6,6,129.117657
20,25,129.151611
-26,5,129.155367
6,11,129.171096
-6,17,129.186988
-16,15,129.204301
8,15,129.218124
6,6,129.225621
-3,1,129.226443
8,22,129.248465
-3,1,129.249255
78,39,129.290281
68,12,129.30474
-6,4,129.31155
1,6,129.315976
1,3,129.32305
-1,4,129.326882
14,27,129.37377
-5,1,129.375568
-4,2,129.378509
-7,2,129.380501
4,6,129.39384
12,11,129.410401
5,9,129.424628
-30,13,129.442759
-1,6,129.454338
12,29,129.498206
89,38,129.550993
75,29,129.583281
50,14,129.600161
-3,1,129.600946
63,5,129.604554
49,9,129.614295
-531,7,129.622558
0,9,129.63256
4,3,129.63478
4,8,129.643826
-46,14,129.656968
-3,1,129.657759
-1,8,129.666639
56,30,129.6978
4,12,129.709558
0,4,129.715613
2,7,129.725947
-5,2,129.727839
73,9,129.738723
45,36,129.774705
1,8,129.783787
67,18,129.803025
-1,2,129.804529
0,4,129.807424
4,6,129.814991
13,29,129.845277
41,28,129.874953
106,23,129.897638
-4,5,129.904472
76,36,129.941925
-7,5,129.949204
-2,4,129.952265
-21,8,129.961518
-1,5,129.96514
-36,3,129.970461
37,32,130.003496
-27,6,130.008003
10,12,130.023057
2,7,130.028113
13,32,130.063369
36,42,130.106006
7,8,130.114959
6,10,130.125265
-5,1,130.126076
-3,2,130.127546
5,10,130.13791
12,12,130.149682
-34,3,130.151911
1,7,130.160064
-24,11,130.171015
-39,1,130.171807
-2,6,130.179272
-5,1,130.180068
5,5,130.183676
-5,1,130.187704
-1,3,130.189977
-61,1,130.190742
72,11,130.20182
2,8,130.210715
-8,2,130.212247
-30,10,130.222564
-33,7,130.23077
9,12,130.242535
3,9,130.25228
47,10,130.262585
-5,2,130.264085
-34,1,130.264851
-1,2,130.26631
0,4,130.272487
41,17,130.287834
2,10,130.300318
-4,2,130.306261
-55,5,130.311491
-3,6,130.323147
-2,3,130.325879
-1,11,130.342802
-3,8,130.355833
40,37,130.409481
-5,1,130.411101
-1,8,130.423141
-4,6,130.429536
0,4,130.438033
5,8,130.447024
9,14,130.469676
1,4,130.473742
-10,16,130.498442
64,64,130.582392
-5,2,130.583999
39,29,130.614669
-37,3,130.6202
-6,1,130.621012
-528,5,130.624629
6,17,130.643078
0,2,130.644649
-6,10,130.65499
-6,1,130.655786
-2,3,130.657949
14,9,130.66752
-30,7,130.67588
-5,1,130.676667
5,7,130.68487
-8,17,130.703275
7,39,130.744371
-23,7,130.752946
12,13,130.765569
63,23,130.79211
2,19,130.813537
0,5,130.817211
-2,4,130.823605
16,20,130.848901
12,19,130.868704
3,2,130.874281
-3,1,130.875136
-3,3,130.877571
32,27,130.911687
4,13,130.926687
-34,1,130.927533
3,6,130.936562
2,6,130.941909
6,12,130.95952
-3,4,130.96295
11,22,130.989325
-4,2,130.991027
-6,2,130.996295
7,13,131.010559
16,17,131.030033
16,23,131.053075
14,13,131.065579
-3,8,131.074486
1,7,131.082733
4,18,131.098767
4,8,131.107687
7,11,131.118848
11,9,131.128945
-6,1,131.129737
-3,1,131.130501
79,36,131.168793
76,31,131.204094
-5,1,131.20489
20,16,132.514648
1,10,132.525365
1,9,132.535025
2,2,132.536587
14,22,132.558605
11,14,132.575239
76,22,132.597218
3,11,132.60852
9,11,132.619638
4,11,132.630626
-24,18,132.649883
-32,10,132.660167
-3,1,132.660942
-7,2,132.662383
2,8,132.671238
-2,2,132.672748
31,29,132.704263
-8,4,132.707116
10,11,132.722739
6,12,132.734882
13,14,132.748118
9,6,132.75566
34,34,132.789398
-32,3,132.791553
4,13,132.807911
-28,5,132.811453
-6,1,132.812287
-3,1,132.813041
75,50,132.895121
15,21,132.933282
-4,2,132.936068
82,39,132.997592
-3,3,133.000596
-6,3,133.004627
-39,1,133.005565
6,7,133.017662
-54,8,133.030209
-38,2,133.032688
9,18,133.060511
153,26,133.094931
1,16,133.115038
-3,1,133.116041
9,10,133.126564
-3,3,133.128783
11,19,133.149187
0,5,133.156179
-3,3,133.158335
-25,12,133.170135
-61,1,133.170916
35,41,133.233787
-2,6,133.240635
-5,1,133.241639
141,51,133.318862
19,24,133.358071
0,6,133.364131
14,6,133.374981
3,5,133.380771
3,10,133.395972
-33,4,133.404372
17,10,133.415793
32,29,133.446499
-3,1,133.447282
-3,6,133.451572
-32,3,133.45709
-3,3,133.459234
66,13,133.471613
-40,4,133.477782
69,38,133.537576
-4,3,133.540764
2,4,133.545506
-3,1,133.546664
-1,3,133.555228
-44,13,133.575259
28,22,133.607352
1,3,133.610008
-35,3,133.619168
33,34,133.667596
4,8,133.681315
22,16,133.70745
-28,6,133.71378
-5,6,133.725376
-35,10,133.739723
26,28,133.780861
12,7,133.787883
-26,9,133.798865
27,28,133.83842
16,19,133.870799
174,15,133.892132
12,10,133.908051
16,38,133.966137
10,20,133.997267
-4,2,133.999099
2,11,134.015148
4,8,134.027681
69,33,134.072988
-4,2,134.074634
-33,2,134.07616
-3,4,134.078975
-4,5,134.086175
7,18,134.105583
23,21,134.127277
1,5,134.130929
40,3,134.13643
-9,16,134.151044
-1,6,134.161148
-38,4,134.165649
5,10,134.183076
-5,1,134.184548
-3,4,134.193919
87,42,134.257918
-2,6,134.263443
-41,2,134.270139
-32,7,134.277604
2,4,134.288248
0,2,134.289917
-1,5,134.295392
-5,3,134.30349
-34,1,134.304522
5,5,134.310012
-1,3,134.318084
33,2,134.320592
3,3,134.323735
9,21,134.355444
0,19,134.385772
-32,8,134.399993
-3,1,134.40099
23,20,134.430775
0,4,134.435494
10,15,134.454327
14,19,134.474538
1,5,134.478132
-7,2,134.482858
12,15,134.496972
-5,1,134.497748
26,22,134.519928
-8,20,134.547351
11,13,134.575466
-4,9,134.590302
39,50,134.667334
6,5,134.672721
0,12,134.690006
6,5,134.700077
47,31,134.746919
19,12,134.764035
-4,3,134.768229
-39,1,134.769176
-34,5,134.778988
10,16,134.801859
12,15,134.81694
57,35,134.855438
-61,1,134.856371
0,2,134.857829
6,6,134.862113
-4,22,134.887911
-1,6,134.892237
-5,1,134.892997
-39,5,134.899848
-4,2,134.901311
-6,1,134.902063
-24,7,134.910316
-29,4,134.913208
-5,1,134.91396
0,10,134.924632
-5,3,134.930195
13,28,134.956296
-3,1,134.960305
-4,3,134.962501
14,11,134.973476
-6,2,134.97499
-5,1,134.975788
66,20,134.996871
2,6,135.004589
9,16,135.022951
-5,1,135.027342
-1,7,135.033588
-9,17,135.054828
8,8,135.065971
-3,3,135.068348
-3,1,135.069149
24,26,135.101983
-35,4,135.105797
1,2,135.107383
2,6,135.116247
16,10,135.128751
-3,11,135.141496
-21,13,135.156213
2,11,135.169251
8,13,135.187469
-2,3,135.189947
6,11,135.202545
9,12,136.423057
18,35,136.46103
-56,6,136.465332
-29,2,136.470039
12,8,136.475715
-25,20,136.496184
-6,1,136.500129
19,30,136.530876
1,5,136.53458
22,34,136.567929
35,32,136.603042
-14,16,136.617552
13,14,136.633873
18,19,136.653433
-3,1,136.654234
-36,5,136.657756
-6,3,136.659887
4,6,136.667306
26,30,136.697893
15,22,136.720124
-28,22,136.743197
23,21,136.770094
18,16,136.791785
16,14,136.817989
8,7,136.826469
20,26,136.870766
-4,3,136.874147
0,3,136.877254
-19,15,136.902973
-25,6,136.914076
9,21,136.944416
3,9,136.960442
25,20,136.989891
11,38,137.041936
-34,4,137.051546
-3,3,137.054285
4,11,137.069834
58,2,137.072845
-3,7,137.08409
9,22,137.115799
11,22,137.140779
12,22,137.166986
4,5,137.170602
-8,3,137.17286
-6,1,137.176884
10,10,137.187245
-2,4,137.190199
24,14,137.203407
-5,1,137.204257
35,25,137.231358
44,27,137.264427
-54,12,137.278882
-3,1,137.279742
5,11,137.292079
-34,1,137.292969
0,4,137.300833
16,10,137.314817
-6,1,137.315784
45,30,137.347408
-3,1,137.348265
68,28,137.380672
-6,3,137.382915
-6,8,137.392041
2,10,137.402418
-33,15,137.416359
8,13,137.42884
-5,5,137.435708
-1,3,137.437933
-1,6,137.445529
-2,2,137.447001
-1,2,137.448503
5,7,137.456944
25,22,137.480125
14,9,137.490268
-1,3,137.492603
0,7,137.501209
50,9,137.510859
-28,4,137.513796
-5,5,137.520703
36,28,137.550393
-5,6,137.55469
-2,2,137.5562
-7,2,137.560837
0,5,137.564416
18,25,137.591652
-3,1,137.592461
-8,2,137.59391
10,6,137.601454
-3,5,137.60509
27,28,137.63493
1,17,137.653318
10,12,137.664965
-1,3,137.667114
29,29,137.69734
20,23,137.720529
2,11,137.734379
-26,9,137.744812
-60,2,137.746424
-494,45,137.794829
-6,1,137.795607
-5,1,137.796438
-25,17,137.815177
44,38,137.855261
5,10,137.865658
-37,3,137.867891
-5,1,137.868654
25,25,137.896093
3,6,137.900388
-2,4,137.906448
-28,7,137.911385
-46,13,137.926997
6,14,137.940179
1,8,137.949041
29,25,137.973204
-35,8,137.982094
1,7,137.990391
-7,3,137.992651
27,24,138.01607
17,20,138.036559
-4,3,138.042057
15,11,138.053147
18,15,138.066991
4,3,138.072458
-4,5,138.076064
5,6,138.083529
6,13,138.096062
11,10,138.106441
5,13,138.118919
7,4,138.125178
11,11,138.136322
7,7,138.144542
-4,2,138.146041
-19,21,138.167204
-2,2,138.168721
-5,1,138.169478
28,29,138.199234
69,12,138.210847
31,30,138.241772
-4,2,138.243246
-26,12,138.258057
65,27,138.283341
-14,25,138.310625
5,12,138.32336
100,36,138.36187
48,24,138.38518
-5,1,138.385955
0,4,138.392086
2,13,138.404588
-29,4,138.407468
-2,4,138.41361
6,14,138.426962
16,11,138.438054
0,9,138.447708
-4,2,138.449222
9,11,138.460263
10,23,138.486161
-41,3,138.488341
-5,1,138.4891
11,11,138.500074
-2,2,138.501599
100,42,138.547629
8,9,138.554216
100,44,138.600998
24,33,138.633863
4,23,138.656582
-61,1,138.660551
0,2,138.662048
-5,1,138.662809
-29,4,138.665643
-6,1,138.666395
2,9,139.829793
38,31,139.864
-4,2,139.868788
68,20,139.889414
5,12,139.901144
-5,5,139.904819
33,30,139.93601
-13,14,139.952563
32,29,139.983235
10,21,140.005143
17,14,140.018325
2,3,140.020487
-3,3,140.026
-27,10,140.036693
10,16,140.051107
12,8,140.060115
8,6,140.067952
-39,1,140.068777
-20,11,140.079983
-3,7,140.088291
18,31,140.11979
30,26,140.144596
43,35,140.182253
-3,3,140.184484
2,6,140.191976
14,17,140.207182
18,22,140.232376
10,9,140.238721
1,10,140.249113
-6,3,140.254636
-65,3,140.256798
2,5,140.263594
58,8,140.269326
-4,8,140.278234
40,42,140.320623
-3,1,140.321404
-5,1,140.325529
-2,4,140.328463
2,7,140.33676
18,16,140.351227
10,14,140.367543
0,4,140.370514
-4,5,140.37737
5,6,140.381653
-53,12,140.39344
-6,1,140.394213
-1,10,140.404527
16,12,140.419654
15,13,140.432194
43,18,140.451298
-2,2,140.452774
-3,1,140.453528
-4,2,140.455005
-4,2,140.456495
18,13,140.472248
22,24,140.495661
56,64,140.563365
6,8,140.569072
-32,6,140.576746
-7,4,140.57973
-36,3,140.585256
-2,4,140.588206
1,5,140.594991
-1,4,140.597901
-1,3,140.60007
-3,3,140.605479
6,14,140.618706
8,17,140.637211
-31,6,140.641533
1,4,140.647672
34,35,140.682247
-12,5,140.689177
-2,5,140.692752
-6,1,140.693509
-1,6,140.701002
5,7,140.709437
-5,1,140.710371
-6,1,140.711342
36,39,140.756077
-2,3,140.75827
89,36,140.797032
-1,3,140.799249
27,33,140.83311
2,6,140.840806
14,10,140.851161
51,20,140.871732
-7,2,140.873366
6,8,140.882689
27,19,140.902535
73,16,140.917382
-15,14,140.934088
-5,1,140.934911
5,10,140.94526
8,23,140.967963
-4,2,140.969515
10,15,140.986786
-3,3,140.989017
-38,3,140.991234
-4,2,140.996109
5,9,141.002697
-3,4,141.01041
26,20,141.031652
77,68,141.102921
1,7,141.107954
15,32,141.143743
1,7,141.148736
6,6,141.156281
-1,3,141.158462
-1,15,141.175658
-7,3,141.17787
0,9,141.187546
19,17,141.209092
-36,10,141.226059
-1,6,141.232759
0,4,141.241656
11,12,141.26022
11,30,141.305439
-23,5,141.31096
72,10,141.327211
-5,2,141.330207
-30,4,141.339099
3,6,141.34559
-30,6,141.357086
-6,1,141.358092
48,6,141.368177
-37,6,141.374463
-1,2,141.38134
-4,3,141.385382
88,28,141.428427
-4,4,141.432888
6,8,141.445178
17,26,141.472657
-7,6,141.480456
-30,9,141.490173
10,13,141.502701
-5,3,141.508343
2,6,141.512636
0,3,141.514776
-534,1,141.518884
11,11,141.529973
-38,4,141.53284
2,6,141.540516
18,19,141.560416
-3,1,141.561222
3,8,141.566822
-33,3,141.57231
2,5,141.575875
-7,2,141.577321
-4,3,141.582817
1,3,141.585014
-3,5,141.592012
1,7,141.597014
-5,1,141.597775
38,35,141.63563
7,11,141.646757
3,8,141.655684
-5,4,141.658532
-2,4,141.664698
49,44,141.709297
38,15,141.725205
42,25,141.755231
-3,3,141.757487
-4,30,141.788959
19,25,141.816617
-2,6,141.820892
2,11,141.833229
-2,3,141.838878
-8,5,141.84246
-4,3,141.848068
19,18,141.864043
3,8,141.873757
-4,3,141.876429
-3,1,141.881756
-29,4,141.886567
-1,5,141.892319
34,35,141.947999
17,30,141.99474
55,32,142.044671
-1,5,142.05426
-5,1,142.055382
11,24,142.088656
-1,3,142.091646
-447,33,142.142593
-1,2,143.510827
1,8,143.520421
39,25,143.546988
-33,2,143.548641
-3,2,143.553581
0,6,143.557888
5,20,143.578794
8,9,143.588539
1,5,143.595323
3,19,143.615034
70,35,143.649488
110,24,143.672779
18,13,143.688375
-27,5,143.691922
7,12,143.70356
3,4,143.709822
12,13,143.724133
-529,5,143.732567
7,42,143.776428
-1,11,143.787547
7,7,143.795947
-5,5,143.799517
15,9,143.80918
-7,2,143.810646
93,24,143.83744
0,6,143.841755
17,12,143.853592
-4,5,143.860458
13,13,143.873024
-6,9,143.882845
22,20,143.903446
25,15,143.920656
10,8,143.926334
-39,3,143.931775
10,15,143.94548
-22,11,143.956577
38,7,143.964865
-26,7,143.973133
29,31,144.004819
-5,1,144.005603
21,15,144.019325
-4,3,144.025158
0,2,144.026636
-3,1,144.02739
-39,3,144.029567
14,16,144.04748
-5,28,144.077013
59,6,144.081379
6,5,144.08826
-3,6,144.092492
9,11,144.10672
16,13,144.119133
-6,1,144.119953
50,34,144.153757
14,22,144.179049
-36,2,144.180609
-5,1,144.181371
-34,1,144.182121
3,11,144.193136
1,11,144.204099
2,11,144.215137
2,13,144.233891
3,5,144.238008
-5,1,144.238878
-6,3,144.241252
-24,8,144.250354
-35,6,144.258042
30,27,144.287157
50,14,144.300491
-6,2,144.301966
-6,1,144.302721
6,9,144.312436
-6,1,144.313215
-3,1,144.314049
0,4,144.320392
54,15,144.334188
6,13,144.349817
-2,2,144.351316
-5,6,144.355789
6,16,144.373775
18,18,144.393277
45,42,144.435651
-4,2,144.437136
4,6,144.444653
3,5,144.448241
-10,19,144.468188
-22,37,144.50738
-5,1,144.508177
2,6,144.515672
-4,5,144.519298
5,17,144.537726
21,12,144.549502
-9,5,144.553051
13,23,144.579083
5,11,144.59055
80,25,144.614691
-9,10,144.625051
-30,6,144.632732
0,7,144.641015
-34,6,144.645327
-4,4,144.651468
1,5,144.655063
11,14,144.671541
2,21,144.693008
6,17,144.708228
57,63,144.777251
9,6,144.781572
-5,19,144.801607
-4,3,144.803793
56,68,144.874428
-2,2,144.875984
-6,2,144.881054
9,11,144.892233
-10,5,144.896068
19,25,144.923568
16,41,144.965404
-27,41,145.00829
26,28,145.041031
16,25,145.065641
-5,1,145.066457
-60,5,145.073464
-3,1,145.074245
21,17,145.092999
-2,5,145.09663
-5,5,145.103505
8,6,145.107796
60,6,145.115343
2,3,145.117515
-5,1,145.118303
-3,1,145.119126
-1,3,145.124797
-38,2,145.126264
15,14,145.139737
6,10,145.15024
-4,2,145.151706
9,8,145.160743
-3,1,145.161598
-2,3,145.167233
-36,9,145.176973
-6,3,145.179189
-1,5,145.182793
10,8,145.191817
42,33,145.224855
33,5,145.231907
8,15,145.245865
-3,4,145.252122
11,13,145.264699
10,22,145.286907
-3,3,145.292413
14,12,145.304152
-2,4,145.306981
-8,2,145.308567
-1,8,145.317471
-27,29,145.347728
25,35,145.385534
-32,9,145.395341
-29,8,145.401113
-5,3,145.406637
11,24,145.430013
8,6,145.437577
17,10,145.44792
14,15,145.461779
1,9,145.471434
23,21,145.49307
7,7,145.501309
11,18,145.520435
-4,3,145.522592
-29,6,145.530164
0,4,145.533044
-3,3,145.535214
-29,8,145.544164
1,5,145.550986
-30,7,145.555982
-6,8,145.565066
7,10,145.575511
-5,3,145.577763
-57,3,145.583344
-28,8,145.589055
-2,4,145.595186
108,31,145.626729
-27,8,145.635669
-496,30,146.854809
-2,7,146.862335
7,12,146.885649
59,26,146.923549
-22,6,146.934977
-5,3,146.93776
23,19,146.967381
-5,4,146.971271
2,11,146.993664
3,16,147.018539
4,6,147.030203
-30,3,147.032881
11,23,147.066699
44,6,147.076975
0,2,147.079907
23,23,147.114141
13,8,147.125276
-27,8,147.135709
-3,3,147.138147
2,4,147.144813
58,29,147.176326
17,27,147.202222
18,30,147.233263
0,8,147.242278
12,18,147.261792
-2,3,147.264003
-5,2,147.265452
0,7,147.273771
-24,19,147.294039
7,46,147.343086
5,10,147.353567
3,18,147.37361
2,5,147.381991
2,4,147.385022
3,13,147.401448
-1,8,147.40717
-5,1,147.41133
-4,7,147.416349
-3,5,147.423378
6,17,147.43871
11,13,147.455854
-1,5,147.459513
-4,4,147.465902
21,25,147.491496
16,18,147.51164
-21,11,147.522893
1,14,147.536222
12,10,147.546568
150,33,147.583219
30,34,147.617508
6,8,147.62657
-3,3,147.628736
-7,2,147.630171
38,34,147.667631
-4,4,147.670498
-5,1,147.671252
-33,11,147.682501
-2,2,147.68741
4,10,147.698215
-37,7,147.703231
-2,13,147.719784
-3,1,147.720879
-1,4,147.724678
23,30,147.7588
-1,8,147.768169
28,24,147.795056
-3,3,147.800846
-31,3,147.803043
-5,1,147.803861
-7,5,147.810846
-8,8,147.816633
-3,1,147.817395
-5,2,147.822277
41,49,147.874079
6,19,147.89109
84,76,147.973519
8,14,147.986874
-38,3,147.993002
-6,1,147.993784
-19,18,148.013647
-26,5,148.017283
1,11,148.028547
13,10,148.039009
35,29,148.069674
-1,5,148.07667
-4,2,148.078143
8,9,148.087893
-59,5,148.091545
-1,7,148.100113
-5,2,148.101624
67,12,148.114092
-3,1,148.114925
-37,5,148.122266
-5,1,148.123049
43,12,148.13502
0,19,148.155367
-39,1,148.15621
-31,2,148.157654
-2,2,148.162519
-3,3,148.164746
-37,2,148.166193
-2,5,148.173167
-2,2,148.174639
10,15,148.188637
-4,2,148.193549
6,5,148.197202
-3,1,148.197962
13,19,148.21805
-38,3,148.220279
1,5,148.227224
-5,1,148.228044
-29,5,148.231544
-13,18,148.250869
36,13,148.266848
-4,5,148.270464
0,6,148.278147
10,13,148.290731
-5,2,148.292252
10,16,148.31046
43,54,148.365132
0,7,148.373564
-4,4,148.37642
19,15,148.39376
-6,1,148.394535
0,4,148.397437
61,5,148.404531
0,11,148.41563
-534,1,148.416451
7,13,148.428963
1,5,148.436158
-36,3,148.438317
15,24,148.462005
-24,8,148.471252
-1,5,148.478317
-28,2,148.479859
-3,8,148.488932
7,8,148.498065
-7,5,148.501668
5,21,148.523544
46,21,148.54512
0,7,148.553493
-38,5,148.557034
-3,3,148.562584
68,41,148.605412
17,13,148.617976
-29,7,148.626337
0,7,148.634652
3,19,148.651356
2,2,148.656235
-3,1,148.657008
-29,5,148.660585
83,20,148.681264
-3,1,148.682036
-3,1,148.682783
-2,9,148.692713
11,19,148.712971
-23,34,148.752243
-6,1,148.753061
38,37,148.792635
118,30,148.824467
79,21,148.849717
-12,19,148.866769
19,18,148.886379
-30,7,148.894858
-5,2,148.89634
-2,5,148.903319
-6,1,148.904114
-1,3,148.906246
13,14,148.919588
-4,2,148.924488
-4,4,148.927484
-4,4,148.930398
44,47,148.982419
-2,6,148.990171
14,15,149.004398
21,11,149.01583
-3,3,149.021444
0,4,149.024309
59,16,149.042487
11,10,149.053008
11,23,149.07593
0,5,149.079446
14,11,149.094221
-10,17,149.10967
8,12,150.27316
-35,5,150.280839
1,3,150.28319
48,30,150.314441
-59,3,150.320015
7,11,150.331103
15,17,150.346286
20,9,150.35597
5,10,150.366288
2,14,150.382931
2,5,150.38659
20,22,150.408801
53,14,150.425346
39,3,150.427501
-2,2,150.428992
2,5,150.435915
-4,2,150.437378
9,13,150.449791
6,11,150.460889
-4,2,150.465657
-6,4,150.468543
79,12,150.480289
-4,2,150.481746
-13,15,150.498935
-8,21,150.520272
18,21,150.541562
8,7,150.549942
8,13,150.562411
38,42,150.605184
-1,4,150.611441
41,31,150.643222
-3,1,150.644012
-3,1,150.64477
-3,1,150.645522
3,5,150.652399
-1,4,150.655272
-3,4,150.658117
-33,2,150.662871
-3,2,150.664392
24,37,150.700421
3,10,150.710878
1,4,150.717211
-31,2,150.718702
-4,35,150.760631
0,7,150.765703
37,36,150.805274
-6,3,150.807501
1,13,150.820392
15,12,150.836019
0,10,150.846512
7,6,150.850834
-18,17,150.869666
8,7,150.878088
-29,6,150.882422
16,19,150.90292
44,37,150.942888
25,27,150.972243
-49,4,150.975201
-19,8,150.984367
24,20,151.005641
-6,1,151.006464
5,7,151.014882
-6,31,151.046958
-3,1,151.047762
3,5,151.051328
20,16,151.069538
-33,4,151.072417
-5,1,151.07318
30,26,151.102768
-20,12,151.114853
5,10,151.125445
-2,2,151.126993
41,31,151.159487
14,20,151.180469
-5,23,151.206873
-3,6,151.211285
20,21,151.234029
-39,1,151.238735
1,4,151.241713
5,8,151.250855
-14,17,151.270199
16,13,151.288908
-462,19,151.317631
-5,3,151.32001
-7,3,151.322276
10,9,151.332239
24,28,151.362381
9,10,151.372828
-18,12,151.384767
15,15,151.402375
-2,2,151.403945
11,13,151.416616
-43,7,151.425059
-4,4,151.427955
-4,2,151.429419
-2,2,151.434283
-39,1,151.435068
1,5,151.438669
3,7,151.44706
16,18,151.466713
-493,46,151.512945
-4,2,151.517836
-50,12,151.529727
-3,4,151.532667
-4,2,151.534129
1,10,151.544618
0,29,151.575433
2,6,151.583245
19,25,151.608049
8,7,151.61656
3,10,151.627057
3,12,151.638963
12,11,151.650357
-29,10,151.660948
2,6,151.668648
-3,1,151.669434
14,26,151.698199
1,7,151.703247
-34,1,151.704062
12,12,151.719686
-3,1,151.720804
-33,6,151.725631
6,12,151.741563
-26,4,151.744563
11,15,151.758746
-1,3,151.764527
-3,1,151.765316
-4,3,151.767483
-7,6,151.775271
-5,1,151.776121
0,6,151.780469
-3,5,151.787442
11,13,151.800205
21,20,151.821529
3,10,151.832366
-18,12,151.844269
29,39,151.88571
3,2,151.890639
-52,11,151.902032
-1,7,151.90707
-6,1,151.908
69,27,151.938816
-3,1,151.939697
-2,2,151.941378
8,21,151.968861
-1,6,151.973214
57,17,151.992346
-3,3,151.994538
13,7,152.003103
12,14,152.017838
-30,5,152.025853
34,21,152.051678
73,13,152.0668
27,28,152.112431
12,11,152.126968
-5,1,152.128023
-5,2,152.129614
13,13,152.154356
-33,2,152.157474
5,7,152.171569
25,23,152.21027
-2,7,152.225284
4,9,152.236171
2,2,152.243504
12,10,152.261029
60,29,152.313192
11,16,152.339525
-31,10,152.356852
-4,10,152.372692
-24,8,152.38799
-34,3,152.391848
1,8,152.407423
34,31,152.460225
-2,2,152.463603
-3,1,152.46502
20,18,152.497317
-5,1,152.498275
1,12,152.518131
0,4,152.521733
21,14,152.538476
74,39,152.622488
4,6,152.634486
0,8,152.646409
1,27,152.693564
9,12,154.077712
-4,8,154.084426
1,7,154.093437
-7,2,154.094978
-5,1,154.095737
25,17,154.115264
0,3,154.117468
-2,2,154.122351
-31,10,154.133264
-34,7,154.138306
14,17,154.158033
-5,1,154.158809
8,10,154.169314
-24,6,154.177457
13,9,154.187631
92,24,154.212212
6,8,154.221402
2,3,154.223552
-520,13,154.236185
-5,1,154.236963
78,23,154.263836
-2,2,154.265311
-22,10,154.275903
17,21,154.298645
-3,10,154.309421
21,27,154.339351
9,9,154.349529
90,29,154.380303
5,8,154.385958
11,12,154.402535
-3,23,154.426326
-12,26,154.452614
13,16,154.471846
23,13,154.484917
-18,14,154.504315
-6,1,154.505307
-3,8,154.517764
49,41,154.573016
58,65,154.662812
7,9,154.676743
-36,3,154.679401
9,12,154.699656
45,27,154.732555
0,2,154.738761
3,7,154.745315
-34,3,154.752955
90,22,154.780659
32,33,154.819299
-3,6,154.828808
7,12,154.842322
9,11,154.855923
-34,6,154.864926
-2,4,154.868795
84,30,154.905236
-3,1,154.90648
1,4,154.909917
11,12,154.928153
9,12,154.941961
33,19,154.964928
5,10,154.977417
8,9,154.988911
49,17,155.008895
-3,1,155.009935
-27,4,155.017594
6,9,155.029185
4,7,155.03585
9,15,155.057153
-55,3,155.059315
-5,2,155.060832
6,12,155.080779
-35,5,155.08508
1,5,155.093307
-37,3,155.095686
73,15,155.112786
-12,26,155.149931
-2,4,155.153187
-31,4,155.164983
-30,5,155.1706
-50,4,155.184705
-19,29,155.258305
3,7,155.269918
-5,1,155.271893
3,6,155.286683
-2,2,155.288651
-1,9,155.303943
1,5,155.313501
-6,1,155.31529
-4,2,155.318349
-3,1,155.319588
-5,4,155.324056
-2,3,155.331898
-12,14,155.348402
2,8,155.358139
37,29,155.399649
27,16,155.425379
-28,4,155.436111
55,18,155.471858
29,22,155.517073
6,10,155.537482
6,16,155.568604
-7,7,155.584069
12,12,155.606791
0,12,155.639378
2,9,155.654644
-5,4,155.668506
13,21,155.707626
-4,6,155.724186
1,4,155.731379
-5,1,155.732923
20,16,155.760358
-34,1,155.761317
-1,2,155.762868
3,8,155.778906
9,12,155.796638
-23,10,155.80944
-3,1,155.810345
-2,2,155.812511
13,22,155.840339
-3,1,155.84565
-2,4,155.848977
10,10,155.862168
-27,13,155.877659
-21,15,155.899556
13,18,155.924291
-6,1,155.925191
7,10,155.938339
